Category,Content ID,Year,Quarter,Month,Day,Reaction type,Count of Index,Score,Sentiment,Type
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 3,August,30,Hate,1,5,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 3,August,31,Disgust,1,0,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 3,September,7,Disgust,1,0,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 3,September,10,Disgust,1,0,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 3,September,11,Hate,1,5,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 3,September,14,Disgust,1,0,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 3,September,24,Disgust,1,0,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 4,October,13,Worried,1,12,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 4,November,15,Hate,1,5,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 4,November,26,Heart,1,60,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 4,December,16,Interested,1,30,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 4,December,19,Indifferent,1,20,Neutral,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 4,December,24,Like,1,50,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2020,Qtr 4,December,28,Adore,1,72,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 1,January,7,Scared,1,15,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 1,February,2,Cherish,1,70,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 1,February,22,Adore,1,72,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 1,March,16,Love,1,65,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 1,March,17,Intrigued,1,45,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 1,March,22,Super Love,1,75,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 2,April,26,Worried,1,12,Negative,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 2,April,29,Adore,1,72,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 2,May,7,Adore,1,72,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 2,May,17,Super Love,1,75,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 2,June,3,Like,1,50,Positive,Gif
Culture,ac120787-f331-497f-8733-7cd63dfd36b6,2021,Qtr 2,June,11,Dislike,1,10,Negative,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2020,Qtr 2,June,30,Scared,1,15,Negative,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2020,Qtr 3,July,14,Cherish,1,70,Positive,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2020,Qtr 3,August,27,Hate,1,5,Negative,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2020,Qtr 3,September,20,Adore,1,72,Positive,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2020,Qtr 4,November,3,Scared,1,15,Negative,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2020,Qtr 4,December,20,Want,1,70,Positive,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2021,Qtr 1,January,20,Worried,1,12,Negative,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2021,Qtr 1,January,23,Heart,1,60,Positive,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2021,Qtr 1,February,12,Interested,1,30,Positive,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2021,Qtr 1,March,17,Love,1,65,Positive,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2021,Qtr 1,March,17,Want,1,70,Positive,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2021,Qtr 2,May,12,Worried,1,12,Negative,Gif
Culture,b014a42b-c469-4c26-b4aa-256f4d3d5072,2021,Qtr 2,June,1,Super Love,1,75,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 2,June,19,Want,1,70,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 2,June,26,Dislike,1,10,Negative,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 2,June,27,Dislike,1,10,Negative,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 2,June,30,Adore,1,72,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 3,July,2,Interested,1,30,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 3,July,14,Love,1,65,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 3,July,21,Heart,1,60,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 3,July,25,Like,1,50,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 3,August,3,Hate,1,5,Negative,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 4,November,25,Indifferent,1,20,Neutral,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 4,December,21,Super Love,1,75,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2020,Qtr 4,December,27,Disgust,1,0,Negative,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2021,Qtr 1,January,14,Heart,1,60,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2021,Qtr 1,January,22,Love,1,65,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2021,Qtr 2,April,1,Hate,1,5,Negative,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2021,Qtr 2,April,18,Like,1,50,Positive,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2021,Qtr 2,May,5,Hate,1,5,Negative,Gif
Culture,b07a2298-7c03-49b3-a0a6-c65333847598,2021,Qtr 2,May,24,Scared,1,15,Negative,Gif
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2020,Qtr 3,July,22,Indifferent,1,20,Neutral,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2020,Qtr 3,August,7,Peeking,1,35,Neutral,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2020,Qtr 3,August,19,Disgust,1,0,Negative,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2020,Qtr 3,August,26,Intrigued,1,45,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2020,Qtr 4,October,30,Heart,1,60,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,January,6,Hate,1,5,Negative,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,January,8,Interested,1,30,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,January,28,Adore,1,72,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,February,5,Worried,1,12,Negative,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,February,26,Heart,1,60,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,March,3,Dislike,1,10,Negative,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,March,4,Super Love,1,75,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,March,5,Indifferent,1,20,Neutral,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,March,9,Interested,1,30,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,March,15,Want,1,70,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,March,18,Heart,1,60,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 1,March,23,Hate,1,5,Negative,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 2,April,27,Love,1,65,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 2,May,11,Intrigued,1,45,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 2,May,27,Super Love,1,75,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 2,May,31,Heart,1,60,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 2,June,4,Love,1,65,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 2,June,9,Cherish,1,70,Positive,Video
Culture,b2344491-76af-4b2c-b569-e9af85298b30,2021,Qtr 2,June,17,Cherish,1,70,Positive,Video
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 2,June,23,Peeking,1,35,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,July,2,Peeking,1,35,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,July,3,Adore,1,72,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,July,15,Disgust,1,0,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,July,30,Disgust,1,0,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,August,3,Interested,1,30,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,August,30,Cherish,1,70,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,September,1,Cherish,1,70,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,September,4,Like,1,50,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,September,10,Heart,1,60,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,September,12,Scared,1,15,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,September,16,Intrigued,1,45,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,September,24,Interested,1,30,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 3,September,25,Worried,1,12,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,October,5,Hate,1,5,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,October,8,Interested,1,30,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,October,23,Indifferent,1,20,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,October,28,Worried,1,12,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,November,12,Interested,1,30,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,November,15,Hate,1,5,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,December,10,Disgust,1,0,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2020,Qtr 4,December,21,Want,1,70,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 1,January,13,Heart,1,60,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 1,January,28,Scared,1,15,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 1,February,15,Adore,1,72,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 1,February,25,Worried,1,12,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 1,March,11,Peeking,1,35,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 1,March,18,Peeking,1,35,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 2,April,4,Peeking,1,35,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 2,April,22,Hate,1,5,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 2,May,1,Peeking,1,35,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 2,May,9,Heart,1,60,Positive,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 2,May,17,Worried,1,12,Negative,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 2,May,24,Peeking,1,35,Neutral,Photo
Culture,b2a20047-ac6f-4caa-90b1-fe735433e362,2021,Qtr 2,June,9,Disgust,1,0,Negative,Photo
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 2,June,23,Adore,1,72,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 3,July,20,Intrigued,1,45,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 3,July,28,Scared,1,15,Negative,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 3,July,30,Super Love,1,75,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 3,August,17,Interested,1,30,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 3,August,27,Heart,1,60,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 3,September,25,Scared,1,15,Negative,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 3,September,28,Love,1,65,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 4,October,20,Like,1,50,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 4,November,15,Worried,1,12,Negative,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 4,November,19,Interested,1,30,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 4,December,10,Love,1,65,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 4,December,18,Heart,1,60,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 4,December,18,Like,1,50,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2020,Qtr 4,December,21,Like,1,50,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,January,4,Intrigued,1,45,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,January,6,Disgust,1,0,Negative,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,January,8,Love,1,65,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,January,15,Adore,1,72,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,January,16,Super Love,1,75,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,January,18,Peeking,1,35,Neutral,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,February,2,Worried,1,12,Negative,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,February,16,Worried,1,12,Negative,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,February,21,Hate,1,5,Negative,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,March,13,Love,1,65,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 1,March,27,Interested,1,30,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 2,April,1,Interested,1,30,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 2,April,16,Love,1,65,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 2,April,24,Super Love,1,75,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 2,May,9,Interested,1,30,Positive,Video
Culture,b3c0379a-b71a-4f6f-9fde-ceb636739633,2021,Qtr 2,June,4,Worried,1,12,Negative,Video
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 3,July,11,Worried,1,12,Negative,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 3,July,26,Interested,1,30,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 3,August,4,Disgust,1,0,Negative,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 3,August,23,Want,1,70,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 3,August,29,Love,1,65,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 3,September,12,Indifferent,1,20,Neutral,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 4,October,22,Dislike,1,10,Negative,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 4,October,27,Cherish,1,70,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 4,November,27,Dislike,1,10,Negative,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2020,Qtr 4,December,13,Super Love,1,75,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 1,January,23,Cherish,1,70,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 1,February,9,Peeking,1,35,Neutral,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 1,February,17,Love,1,65,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 1,February,23,Cherish,1,70,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 1,March,14,Peeking,1,35,Neutral,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 1,March,23,Dislike,1,10,Negative,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 2,April,3,Heart,1,60,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 2,April,15,Interested,1,30,Positive,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 2,April,26,Dislike,1,10,Negative,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 2,April,29,Dislike,1,10,Negative,Photo
Culture,b6ecb09e-a706-4589-bb75-70cb1cc590eb,2021,Qtr 2,May,1,Want,1,70,Positive,Photo
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2020,Qtr 2,June,28,Indifferent,1,20,Neutral,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2020,Qtr 3,August,10,Interested,1,30,Positive,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2020,Qtr 3,September,3,Indifferent,1,20,Neutral,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2020,Qtr 4,October,13,Indifferent,1,20,Neutral,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2020,Qtr 4,November,4,Love,1,65,Positive,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2020,Qtr 4,November,21,Dislike,1,10,Negative,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2021,Qtr 1,March,10,Interested,1,30,Positive,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2021,Qtr 2,May,16,Love,1,65,Positive,Gif
Culture,b814490f-ff17-4f98-8fb0-cade9c2d8e61,2021,Qtr 2,May,21,Hate,1,5,Negative,Gif
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 2,June,25,Scared,1,15,Negative,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 2,June,27,Want,1,70,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 3,July,30,Love,1,65,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 3,August,1,Indifferent,1,20,Neutral,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 3,September,9,Like,1,50,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 3,September,12,Disgust,1,0,Negative,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 3,September,17,Super Love,1,75,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 3,September,24,Adore,1,72,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 4,October,29,Peeking,1,35,Neutral,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 4,November,17,Peeking,1,35,Neutral,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 4,December,4,Worried,1,12,Negative,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2020,Qtr 4,December,26,Dislike,1,10,Negative,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 1,January,9,Dislike,1,10,Negative,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 1,January,10,Indifferent,1,20,Neutral,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 1,January,11,Peeking,1,35,Neutral,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 1,March,1,Love,1,65,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 1,March,17,Worried,1,12,Negative,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 1,March,24,Worried,1,12,Negative,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 2,April,1,Heart,1,60,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 2,April,19,Intrigued,1,45,Positive,Photo
Culture,bb157107-088c-45aa-8d16-5c093a7471c6,2021,Qtr 2,June,1,Cherish,1,70,Positive,Photo
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 2,June,25,Love,1,65,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 2,June,26,Want,1,70,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 3,July,11,Adore,1,72,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 3,August,25,Super Love,1,75,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 3,September,19,Worried,1,12,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,October,5,Worried,1,12,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,October,15,Scared,1,15,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,October,29,Indifferent,1,20,Neutral,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,October,30,Cherish,1,70,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,1,Adore,1,72,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,3,Want,1,70,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,6,Adore,1,72,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,12,Disgust,1,0,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,12,Like,1,50,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,12,Worried,1,12,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,17,Interested,1,30,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,November,20,Scared,1,15,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,December,8,Cherish,1,70,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,December,17,Like,1,50,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,December,20,Heart,1,60,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,December,20,Super Love,1,75,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,December,25,Dislike,1,10,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2020,Qtr 4,December,27,Like,1,50,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2021,Qtr 1,January,6,Hate,1,5,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2021,Qtr 1,January,23,Cherish,1,70,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2021,Qtr 1,January,25,Peeking,1,35,Neutral,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2021,Qtr 1,February,5,Super Love,1,75,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2021,Qtr 1,February,10,Dislike,1,10,Negative,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2021,Qtr 1,February,13,Cherish,1,70,Positive,Gif
Culture,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,2021,Qtr 1,February,17,Disgust,1,0,Negative,Gif
